Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ
3,95,DET,Graham Glasgow,C,24,2022,0,0,5,34,25,99,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
3,96,NWE,Vincent Valentine,DT,22,2018,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,11,,1,Nebraska
3,97,SEA,Rees Odhiambo,G,23,2018,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,Boise St.
3,98,DEN,Justin Simmons,S,22,2022,0,1,6,50,50,103,0,0,0,0,0,0,0,0,0,0,0,390,27,3.5,Boston Col.
4,99,CLE,Joe Schobert,OLB,22,2022,0,1,5,37,25,99,0,0,0,0,0,0,0,0,0,0,0,418,10,11,Wisconsin
4,100,OAK,Connor Cook,QB,23,2016,0,0,0,0,0,1,14,21,150,1,1,0,0,0,0,0,0,,,,Michigan St.
4,101,DAL,Charles Tapper,DE,23,2017,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,1,Oklahoma
4,102,SDG,Joshua Perry,ILB,22,2017,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,16,,,Ohio St.
4,103,JAX,Sheldon Day,DT,22,2021,0,0,0,6,2,67,0,0,0,0,0,0,0,0,0,0,0,46,,7,Notre Dame
4,104,BAL,Tavon Young,CB,22,2021,0,0,1,14,14,50,0,0,0,0,0,0,0,0,0,0,0,111,4,4,Temple
4,105,KAN,Parker Ehinger,G,23,2021,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
4,106,KAN,Eric Murray,CB,22,2022,0,0,3,15,5,101,0,0,0,0,0,0,0,0,0,0,0,211,2,4,Minnesota
4,107,BAL,Chris Moore,WR,23,2022,0,0,0,9,4,89,0,0,0,0,0,14,30,0,116,1286,8,14,,,Cincinnati
4,108,TAM,Ryan Smith,CB,23,2022,0,0,0,8,8,78,0,0,0,0,0,0,0,0,0,0,0,102,1,,North Carolina Central
4,109,NYG,B.J. Goodson,OLB,23,2021,0,0,4,20,9,67,0,0,0,0,0,0,0,0,0,0,0,168,4,1,Clemson
4,110,LAR,Tyler Higbee,TE,23,2022,0,0,7,25,25,110,0,0,0,0,0,1,1,0,306,3107,20,4,,,Western Kentucky
4,111,DET,Miles Killebrew,S,23,2022,0,0,0,8,5,112,0,0,0,0,0,0,0,0,0,0,0,98,2,,Southern Utah
4,112,NWE,Malcolm Mitchell,WR,24,2016,0,0,0,4,4,14,0,0,0,0,0,0,0,0,32,401,4,,,,Georgia
4,113,CHI,Nick Kwiatkoski,ILB,23,2022,0,0,1,20,14,89,0,0,0,0,0,0,0,0,0,0,0,208,2,7,West Virginia
4,114,CLE,Ricardo Louis,WR,22,2017,0,0,1,3,3,32,0,0,0,0,0,0,0,0,45,562,0,11,,,Auburn
